739,256,256,3,92,83,185,228
581,256,256,3,97,99,152,150
1732,256,256,3,88,116,150,167
684,256,256,3,107,100,148,171
1570,256,256,3,2,3,254,255
1787,256,256,3,61,16,210,244
1850,256,256,3,59,83,164,194
1818,256,256,3,54,103,161,197
592,256,256,3,96,73,154,157
469,256,256,3,52,19,191,240
1476,256,256,3,34,29,163,224
1464,256,256,3,70,133,133,178
340,256,256,3,89,70,172,220
675,256,256,3,94,127,132,174
819,256,256,3,90,58,172,216
1701,256,256,3,0,0,208,254
1081,256,256,3,68,61,177,177
1323,256,256,3,99,120,152,193
68,256,256,3,87,59,179,183
1147,256,256,3,88,80,160,189
548,256,256,3,104,107,158,206
776,256,256,3,103,91,150,156
1418,256,256,3,83,82,140,172
430,256,256,3,117,107,138,146
1114,256,256,3,87,74,167,188
1351,256,256,3,75,61,138,225
1352,256,256,3,33,91,99,184
93,256,256,3,39,39,210,243
1519,256,256,3,59,6,208,255
413,256,256,3,73,71,177,164
1242,256,256,3,83,53,172,196
1437,256,256,3,91,68,169,217
168,256,256,3,95,91,152,163
1364,256,256,3,81,79,142,136
670,256,256,3,101,109,142,182
1671,256,256,3,51,48,188,180
1191,256,256,3,62,6,205,220
80,256,256,3,83,46,177,212
1150,256,256,3,44,49,194,201
1466,256,256,3,24,74,102,176
1587,256,256,3,83,92,163,172
970,256,256,3,89,17,166,170
1815,256,256,3,86,78,161,169
653,256,256,3,111,87,152,198
232,256,256,3,103,86,147,143
493,256,256,3,121,113,150,164
1552,256,256,3,109,54,179,204
1657,256,256,3,64,28,182,245
940,256,256,3,108,93,149,159
725,256,256,3,113,109,140,142
936,256,256,3,105,146,154,211
1123,256,256,3,54,24,206,228
1250,256,256,3,57,13,195,228
23,256,256,3,114,99,148,145
579,256,256,3,93,69,166,192
377,256,256,3,123,107,136,130
1005,256,256,3,34,15,211,235
326,256,256,3,95,56,176,186
1232,256,256,3,39,5,183,195
1750,256,256,3,6,2,247,239
1104,256,256,3,12,35,181,239
85,256,256,3,12,2,244,255
801,256,256,3,37,0,224,255
1061,256,256,3,16,1,255,255
1414,256,256,3,90,59,150,137
1589,256,256,3,88,118,154,207
162,256,256,3,54,41,171,176
431,256,256,3,113,109,138,144
872,256,256,3,82,2,237,237
542,256,256,3,119,117,140,140
1369,256,256,3,69,140,132,249
964,256,256,3,111,95,160,185
442,256,256,3,95,87,156,162
1783,256,256,3,20,20,202,247
1523,256,256,3,7,61,248,213
1577,256,256,3,22,2,210,253
1216,256,256,3,57,72,209,171
1862,256,256,3,85,84,162,177
658,256,256,3,109,96,144,148
1853,256,256,3,64,24,174,214
1849,256,256,3,90,52,196,233
1380,256,256,3,99,116,151,183
829,256,256,3,123,93,148,134
128,256,256,3,38,63,139,167
1875,256,256,3,29,23,208,253
565,256,256,3,89,99,136,162
1527,256,256,3,44,10,241,252
647,256,256,3,116,77,150,141
1027,256,256,3,40,37,216,196
842,256,256,3,101,69,150,130
740,256,256,3,61,41,176,225
679,256,256,3,59,82,139,212
798,256,256,3,23,0,222,255
518,256,256,3,115,102,154,149
485,256,256,3,119,111,141,147
1277,256,256,3,7,27,244,226
1489,256,256,3,95,52,133,122
514,256,256,3,118,107,133,133
1301,256,256,3,87,82,174,171
399,256,256,3,107,103,149,156
175,256,256,3,105,61,207,172
1509,256,256,3,70,83,160,165
1244,256,256,3,38,30,215,245
648,256,256,3,111,105,148,158
1348,256,256,3,63,44,116,119
512,256,256,3,105,63,168,156
1310,256,256,3,78,74,120,152
461,256,256,3,95,69,168,180
1760,256,256,3,18,64,191,241
1354,256,256,3,52,10,236,235
1804,256,256,3,56,8,202,238
531,256,256,3,1,53,204,224
455,256,256,3,109,105,146,148
1311,256,256,3,59,105,98,176
996,256,256,3,39,3,204,206
199,256,256,3,113,101,146,152
971,256,256,3,103,46,185,202
143,256,256,3,62,36,226,240
1858,256,256,3,57,17,197,253
711,256,256,3,113,99,150,156
111,256,256,3,63,38,193,227
1149,256,256,3,42,30,200,237
334,256,256,3,129,107,176,166
29,256,256,3,74,44,196,200
432,256,256,3,119,105,142,144
1549,256,256,3,80,62,187,205
1353,256,256,3,78,70,124,166
997,256,256,3,62,86,161,195
743,256,256,3,109,95,160,158
489,256,256,3,92,51,157,158
1346,256,256,3,42,20,121,243
1017,256,256,3,43,37,222,228
351,256,256,3,120,127,137,159
1069,256,256,3,1,1,255,255
896,256,256,3,117,113,142,142
449,256,256,3,121,109,144,142
750,256,256,3,76,40,158,193
1829,256,256,3,39,49,241,237
1809,256,256,3,106,101,147,158
1879,256,256,3,1,1,254,255
144,256,256,3,1,1,255,255
1883,256,256,3,104,105,154,192
1559,256,256,3,81,44,176,234
291,256,256,3,65,40,194,213
715,256,256,3,124,91,145,124
165,256,256,3,70,23,175,206
1077,256,256,3,49,23,205,211
855,256,256,3,95,127,124,172
707,256,256,3,109,129,142,192
1824,256,256,3,98,71,175,156
1465,256,256,3,9,5,222,241
977,256,256,3,97,36,153,97
965,256,256,3,85,77,130,154
729,256,256,3,27,15,228,236
1680,256,256,3,77,105,170,203
220,256,256,3,111,98,157,186
1384,256,256,3,90,17,145,106
1486,256,256,3,104,113,143,181
811,256,256,3,115,101,146,142
1453,256,256,3,87,111,127,171
718,256,256,3,109,103,150,174
204,256,256,3,103,113,133,164
1532,256,256,3,42,44,204,220
991,256,256,3,57,47,245,195
1038,256,256,3,92,76,166,172
1381,256,256,3,89,100,175,195
1851,256,256,3,75,68,179,178
609,256,256,3,21,1,212,252
927,256,256,3,93,103,174,196
1119,256,256,3,79,33,177,175
757,256,256,3,24,2,253,255
1207,256,256,3,56,39,169,201
1669,256,256,3,81,65,171,201
852,256,256,3,69,61,178,177
287,256,256,3,80,92,162,173
114,256,256,3,48,42,227,213
1265,256,256,3,65,65,143,212
1702,256,256,3,0,1,255,255
877,256,256,3,57,89,156,168
1494,256,256,3,129,67,164,179
22,256,256,3,70,47,207,248
1558,256,256,3,41,14,202,252
1235,256,256,3,90,80,168,186
87,256,256,3,88,39,210,220
1075,256,256,3,75,60,217,202
394,256,256,3,121,107,141,146
1206,256,256,3,10,0,233,242
1545,256,256,3,99,66,168,170
1685,256,256,3,85,62,167,192
1452,256,256,3,97,133,154,178
858,256,256,3,103,93,166,166
1881,256,256,3,39,0,253,254
158,256,256,3,55,47,189,208
435,256,256,3,52,35,195,216
1145,256,256,3,75,79,177,220
1125,256,256,3,27,6,210,249
140,256,256,3,80,38,185,248
832,256,256,3,57,67,166,206
1366,256,256,3,53,93,111,188
868,256,256,3,47,44,202,218
1097,256,256,3,36,3,224,241
511,256,256,3,87,99,159,199
1653,256,256,3,32,41,238,202
422,256,256,3,101,87,149,150
1603,256,256,3,107,66,159,151
955,256,256,3,99,109,138,161
1217,256,256,3,57,0,193,210
464,256,256,3,104,89,159,144
50,256,256,3,77,79,181,190
1843,256,256,3,2,70,214,235
75,256,256,3,82,67,188,192
1873,256,256,3,37,21,201,253
161,256,256,3,31,51,194,199
850,256,256,3,105,105,162,186
1152,256,256,3,17,28,180,253
350,256,256,3,97,65,182,190
302,256,256,3,68,25,218,229
818,256,256,3,69,41,164,174
325,256,256,3,116,82,156,154
533,256,256,3,119,74,144,117
1682,256,256,3,12,3,254,247
1643,256,256,3,44,2,219,255
1633,256,256,3,64,72,178,187
1705,256,256,3,104,69,160,163
1241,256,256,3,44,54,195,202
696,256,256,3,105,135,120,152
246,256,256,3,66,77,134,180
1057,256,256,3,40,46,223,211
1042,256,256,3,83,35,202,222
828,256,256,3,94,97,161,172
1294,256,256,3,11,5,253,241
1856,256,256,3,58,46,204,216
1636,256,256,3,77,51,182,176
347,256,256,3,63,19,189,218
1377,256,256,3,84,78,123,158
475,256,256,3,2,0,255,255
704,256,256,3,67,61,144,158
424,256,256,3,82,24,196,197
1768,256,256,3,85,67,149,205
919,256,256,3,20,23,187,244
1481,256,256,3,59,90,112,198
979,256,256,3,19,2,226,248
1813,256,256,3,35,1,254,254
741,256,256,3,116,132,130,155
1708,256,256,3,44,54,167,200
6,256,256,3,52,11,167,235
1742,256,256,3,61,36,212,195
633,256,256,3,106,102,148,163
1492,256,256,3,53,43,137,170
1735,256,256,3,21,15,249,243
1863,256,256,3,118,68,157,124
1413,256,256,3,73,50,148,198
986,256,256,3,91,86,171,174
1522,256,256,3,44,82,173,212
1610,256,256,3,47,74,170,184
1174,256,256,3,95,47,173,184
65,256,256,3,78,64,180,164
1733,256,256,3,59,27,191,232
78,256,256,3,5,38,233,216
1312,256,256,3,69,60,112,130
1110,256,256,3,64,76,212,195
1484,256,256,3,86,76,146,167
1137,256,256,3,44,38,225,245
380,256,256,3,91,44,180,200
1234,256,256,3,82,42,177,222
1043,256,256,3,68,41,170,214
587,256,256,3,115,107,154,162
125,256,256,3,66,51,205,172
563,256,256,3,99,126,132,164
783,256,256,3,111,87,146,160
421,256,256,3,113,89,150,150
1478,256,256,3,111,99,160,191
1288,256,256,3,175,32,236,151
1613,256,256,3,90,86,163,168
1108,256,256,3,69,53,195,206
795,256,256,3,97,57,174,188
745,256,256,3,94,129,161,214
393,256,256,3,81,80,169,174
781,256,256,3,81,37,168,176
820,256,256,3,81,73,144,164
1878,256,256,3,23,32,254,238
190,256,256,3,117,115,152,158
603,256,256,3,89,22,187,154
1596,256,256,3,48,40,195,221
318,256,256,3,119,97,154,140
891,256,256,3,78,65,190,194
880,256,256,3,87,77,154,152
1737,256,256,3,1,2,249,254
1502,256,256,3,50,32,197,214
962,256,256,3,64,90,144,226
1406,256,256,3,42,4,133,174
1427,256,256,3,63,36,140,183
1751,256,256,3,30,3,196,210
717,256,256,3,80,88,178,225
1071,256,256,3,69,63,170,194
749,256,256,3,29,0,254,253
639,256,256,3,104,69,158,147
150,256,256,3,75,54,165,209
86,256,256,3,90,92,150,176
1415,256,256,3,40,86,95,160
567,256,256,3,22,2,204,252
700,256,256,3,123,113,160,166
1329,256,256,3,111,13,155,146
468,256,256,3,103,67,156,160
1759,256,256,3,54,26,223,231
182,256,256,3,109,73,164,151
768,256,256,3,48,1,243,255
549,256,256,3,109,93,146,158
1475,256,256,3,103,24,157,128
1281,256,256,3,16,18,230,253
477,256,256,3,91,79,154,184
1678,256,256,3,11,2,255,255
239,256,256,3,99,77,164,176
108,256,256,3,94,63,176,178
332,256,256,3,76,74,111,120
590,256,256,3,105,65,148,160
40,256,256,3,1,53,234,239
1391,256,256,3,69,48,140,204
737,256,256,3,89,57,172,212
1142,256,256,3,78,109,153,189
142,256,256,3,68,100,157,184
1676,256,256,3,94,51,165,219
662,256,256,3,95,108,130,179
390,256,256,3,117,99,136,142
824,256,256,3,36,52,199,205
1460,256,256,3,99,106,150,158
1356,256,256,3,71,12,139,136
1021,256,256,3,68,58,184,217
1222,256,256,3,77,51,174,199
1045,256,256,3,45,70,190,188
649,256,256,3,109,141,162,228
1864,256,256,3,86,60,203,192
667,256,256,3,103,85,140,158
1326,256,256,3,70,64,126,158
948,256,256,3,109,123,142,175
259,256,256,3,95,85,138,140
258,256,256,3,17,11,223,235
1841,256,256,3,63,34,190,200
352,256,256,3,85,72,165,196
1398,256,256,3,20,22,195,252
1480,256,256,3,69,58,146,208
520,256,256,3,117,103,136,134
1342,256,256,3,110,104,150,146
321,256,256,3,55,9,206,218
117,256,256,3,19,0,201,254
1602,256,256,3,67,20,205,207
214,256,256,3,73,41,198,230
256,256,256,3,79,45,164,170
519,256,256,3,87,73,146,172
892,256,256,3,104,95,160,160
764,256,256,3,101,75,144,166
1590,256,256,3,80,59,175,164
1105,256,256,3,30,22,206,242
1143,256,256,3,25,5,232,229
1400,256,256,3,69,58,106,130
1313,256,256,3,101,103,141,162
345,256,256,3,103,85,140,142
74,256,256,3,17,2,188,254
676,256,256,3,66,84,174,252
1539,256,256,3,25,59,235,169
397,256,256,3,119,125,146,152
1190,256,256,3,46,29,188,206
843,256,256,3,107,66,163,169
984,256,256,3,111,77,160,150
1790,256,256,3,54,36,202,228
478,256,256,3,91,50,157,161
1727,256,256,3,11,2,166,178
1109,256,256,3,46,20,179,238
1447,256,256,3,81,72,128,140
732,256,256,3,103,83,162,170
329,256,256,3,119,97,162,170
1675,256,256,3,77,51,168,182
876,256,256,3,111,119,162,190
374,256,256,3,119,99,148,156
121,256,256,3,53,2,202,255
1609,256,256,3,71,71,165,197
1471,256,256,3,76,77,143,158
206,256,256,3,95,44,135,100
1220,256,256,3,85,64,155,178
937,256,256,3,101,135,158,202
720,256,256,3,83,101,126,194
370,256,256,3,81,103,144,174
467,256,256,3,42,22,203,242
663,256,256,3,113,90,161,153
1769,256,256,3,33,23,253,218
157,256,256,3,81,97,156,166
812,256,256,3,101,77,158,169
1178,256,256,3,17,4,199,249
89,256,256,3,82,64,166,160
172,256,256,3,2,6,206,255
1866,256,256,3,1,3,255,255
1231,256,256,3,50,52,204,195
1563,256,256,3,95,66,190,189
1772,256,256,3,25,59,204,208
1518,256,256,3,53,50,192,230
525,256,256,3,85,99,119,158
982,256,256,3,66,48,141,184
733,256,256,3,107,99,156,162
1631,256,256,3,81,76,183,199
1168,256,256,3,36,63,209,192
1221,256,256,3,21,18,228,227
1754,256,256,3,2,2,253,255
301,256,256,3,101,63,148,144
207,256,256,3,32,49,225,254
47,256,256,3,90,46,180,240
1324,256,256,3,75,60,137,145
1520,256,256,3,79,74,162,207
615,256,256,3,99,31,186,176
1260,256,256,3,46,62,201,207
809,256,256,3,103,95,148,167
992,256,256,3,1,1,239,255
1003,256,256,3,35,1,219,255
1766,256,256,3,67,74,175,179
1387,256,256,3,24,35,210,230
363,256,256,3,2,0,251,253
491,256,256,3,75,25,220,252
31,256,256,3,99,51,173,179
1711,256,256,3,63,56,184,190
608,256,256,3,81,41,178,138
1214,256,256,3,68,54,177,206
887,256,256,3,117,97,142,146
752,256,256,3,107,76,150,174
1362,256,256,3,65,34,148,123
354,256,256,3,103,58,182,202
1501,256,256,3,46,39,198,193
1100,256,256,3,76,34,176,145
541,256,256,3,119,113,140,152
438,256,256,3,116,107,141,145
1693,256,256,3,21,48,219,238
566,256,256,3,63,64,189,241
760,256,256,3,107,65,152,180
1205,256,256,3,61,32,207,243
1730,256,256,3,67,43,194,198
505,256,256,3,109,89,156,151
915,256,256,3,60,33,121,165
576,256,256,3,109,105,140,147
1544,256,256,3,106,99,168,146
562,256,256,3,49,33,148,181
1363,256,256,3,75,114,118,170
238,256,256,3,83,33,190,156
1116,256,256,3,51,0,207,228
629,256,256,3,107,103,160,160
1318,256,256,3,56,104,104,157
885,256,256,3,103,89,164,147
804,256,256,3,117,110,139,158
784,256,256,3,101,81,146,170
227,256,256,3,105,65,150,116
665,256,256,3,119,105,146,144
473,256,256,3,113,107,140,136
499,256,256,3,107,85,156,152
462,256,256,3,113,115,136,140
375,256,256,3,101,129,142,176
152,256,256,3,103,17,171,202
119,256,256,3,74,58,163,189
568,256,256,3,77,79,136,156
36,256,256,3,62,58,174,187
686,256,256,3,101,101,132,154
112,256,256,3,124,118,170,171
589,256,256,3,117,93,150,134
1054,256,256,3,47,63,197,210
160,256,256,3,57,67,152,173
1591,256,256,3,79,37,180,242
1347,256,256,3,36,92,114,233
769,256,256,3,59,120,116,212
101,256,256,3,92,69,132,159
320,256,256,3,86,73,186,172
1136,256,256,3,53,2,207,199
1758,256,256,3,8,46,241,220
674,256,256,3,98,81,162,164
699,256,256,3,149,124,180,176
487,256,256,3,93,87,158,161
360,256,256,3,97,117,158,192
67,256,256,3,50,54,188,229
1052,256,256,3,8,0,227,248
1433,256,256,3,61,87,139,176
410,256,256,3,119,109,140,146
1446,256,256,3,127,58,159,137
772,256,256,3,101,91,138,160
1106,256,256,3,92,82,144,155
1709,256,256,3,91,83,174,190
1825,256,256,3,64,60,182,196
1867,256,256,3,22,1,230,220
839,256,256,3,109,125,166,230
845,256,256,3,95,101,158,164
742,256,256,3,72,21,196,233
703,256,256,3,126,108,143,142
149,256,256,3,94,87,206,197
309,256,256,3,103,52,167,181
731,256,256,3,103,77,160,160
673,256,256,3,121,130,142,163
1158,256,256,3,1,13,255,230
735,256,256,3,54,50,176,247
1785,256,256,3,53,58,180,200
1436,256,256,3,98,83,135,144
1185,256,256,3,117,86,163,150
638,256,256,3,103,99,156,186
453,256,256,3,82,94,164,163
1497,256,256,3,27,24,185,198
1067,256,256,3,8,5,231,233
1845,256,256,3,81,34,166,217
1273,256,256,3,50,53,189,223
526,256,256,3,99,70,154,154
1227,256,256,3,38,58,226,202
1567,256,256,3,87,58,181,196
559,256,256,3,113,117,138,148
1805,256,256,3,21,13,237,255
1404,256,256,3,62,64,116,184
268,256,256,3,49,44,174,177
1584,256,256,3,90,38,170,191
1630,256,256,3,37,2,207,255
1833,256,256,3,36,62,210,176
1468,256,256,3,91,88,130,155
1855,256,256,3,38,14,210,248
1339,256,256,3,76,65,148,155
281,256,256,3,37,0,224,255
1107,256,256,3,65,57,186,224
1461,256,256,3,83,98,128,168
1396,256,256,3,125,92,173,153
229,256,256,3,106,82,143,161
261,256,256,3,99,86,180,179
694,256,256,3,111,107,150,152
1261,256,256,3,84,2,224,248
1773,256,256,3,77,2,211,170
1807,256,256,3,59,53,219,202
303,256,256,3,117,91,156,150
1450,256,256,3,47,59,99,150
1776,256,256,3,29,52,226,229
1763,256,256,3,47,38,193,211
835,256,256,3,63,43,201,251
242,256,256,3,76,36,178,212
894,256,256,3,60,68,191,194
1055,256,256,3,26,1,200,230
496,256,256,3,105,99,158,158
1651,256,256,3,56,32,216,206
1417,256,256,3,78,78,119,147
572,256,256,3,37,59,198,186
225,256,256,3,101,59,192,186
271,256,256,3,103,153,148,196
105,256,256,3,97,87,155,145
1521,256,256,3,53,50,220,220
79,256,256,3,66,48,180,175
283,256,256,3,77,69,178,210
244,256,256,3,107,97,144,160
556,256,256,3,111,117,142,168
1378,256,256,3,9,66,100,148
1099,256,256,3,70,66,164,215
1133,256,256,3,72,47,166,190
0,256,256,3,13,16,224,211
853,256,256,3,1,1,215,254
278,256,256,3,122,115,151,161
969,256,256,3,103,77,162,152
382,256,256,3,91,105,142,182
1789,256,256,3,89,58,199,214
762,256,256,3,95,91,164,160
1204,256,256,3,11,8,249,254
1514,256,256,3,16,0,242,254
1248,256,256,3,69,101,184,216
657,256,256,3,55,53,204,153
1495,256,256,3,57,72,168,213
1865,256,256,3,61,52,185,158
1658,256,256,3,64,31,178,208
427,256,256,3,106,104,146,155
9,256,256,3,87,99,173,180
416,256,256,3,87,37,164,190
16,256,256,3,58,24,188,204
312,256,256,3,83,87,139,189
1592,256,256,3,0,2,255,255
860,256,256,3,99,99,152,164
538,256,256,3,103,69,156,164
823,256,256,3,97,87,158,170
66,256,256,3,92,94,125,124
123,256,256,3,62,67,175,190
945,256,256,3,27,5,212,250
1449,256,256,3,104,82,158,153
1812,256,256,3,93,65,195,180
1615,256,256,3,89,63,167,207
262,256,256,3,113,99,164,168
19,256,256,3,32,13,238,253
1373,256,256,3,47,95,113,188
1121,256,256,3,30,20,224,228
904,256,256,3,38,1,199,254
1082,256,256,3,53,29,201,232
373,256,256,3,109,67,166,140
1296,256,256,3,62,58,172,234
1767,256,256,3,31,14,203,227
902,256,256,3,0,3,254,254
1349,256,256,3,132,87,206,163
993,256,256,3,55,24,232,250
1508,256,256,3,81,72,171,191
848,256,256,3,121,105,146,139
1606,256,256,3,79,109,155,191
950,256,256,3,106,119,157,188
785,256,256,3,100,71,149,188
1031,256,256,3,62,55,183,188
1607,256,256,3,64,49,136,185
537,256,256,3,107,77,160,160
1618,256,256,3,27,9,215,245
148,256,256,3,84,50,210,217
1761,256,256,3,17,0,243,254
923,256,256,3,31,34,183,251
423,256,256,3,117,97,146,150
1752,256,256,3,1,1,255,255
1528,256,256,3,52,60,209,234
116,256,256,3,35,47,198,216
1155,256,256,3,58,36,181,218
1688,256,256,3,105,62,137,176
1694,256,256,3,1,1,255,255
298,256,256,3,112,87,183,172
605,256,256,3,116,108,139,143
625,256,256,3,94,84,203,170
151,256,256,3,73,68,177,203
1574,256,256,3,44,76,179,190
1745,256,256,3,62,60,191,179
483,256,256,3,101,96,151,190
177,256,256,3,49,84,183,237
681,256,256,3,104,60,161,174
372,256,256,3,128,125,145,152
689,256,256,3,42,52,179,210
1553,256,256,3,47,52,182,209
209,256,256,3,75,51,188,216
1010,256,256,3,59,31,215,233
1699,256,256,3,11,87,119,255
1782,256,256,3,38,46,202,187
1215,256,256,3,9,38,208,231
1424,256,256,3,119,112,190,184
235,256,256,3,79,67,170,191
791,256,256,3,15,5,226,255
137,256,256,3,99,31,179,210
884,256,256,3,89,75,166,178
253,256,256,3,99,109,154,174
988,256,256,3,78,61,171,182
1568,256,256,3,102,83,146,158
1479,256,256,3,73,100,122,164
38,256,256,3,61,51,210,231
1009,256,256,3,8,18,238,254
1196,256,256,3,79,56,174,205
138,256,256,3,39,36,155,238
1251,256,256,3,65,54,192,198
230,256,256,3,99,73,158,160
292,256,256,3,77,128,136,190
167,256,256,3,45,22,217,214
683,256,256,3,1,1,148,254
1755,256,256,3,52,19,203,234
1013,256,256,3,1,17,251,254
1582,256,256,3,31,35,157,187
1780,256,256,3,83,77,161,196
628,256,256,3,64,68,153,234
13,256,256,3,0,3,252,255
1870,256,256,3,124,124,160,169
1511,256,256,3,47,44,180,171
863,256,256,3,128,164,148,193
1744,256,256,3,1,13,230,220
1434,256,256,3,21,130,109,220
367,256,256,3,91,46,164,170
947,256,256,3,60,48,212,240
959,256,256,3,103,79,164,166
1334,256,256,3,55,93,119,175
973,256,256,3,29,1,154,248
337,256,256,3,109,79,164,148
215,256,256,3,99,119,153,172
503,256,256,3,91,85,172,195
779,256,256,3,52,35,157,244
761,256,256,3,101,89,150,190
1360,256,256,3,124,103,173,215
1541,256,256,3,1,2,254,255
1002,256,256,3,3,32,254,231
1383,256,256,3,95,89,139,134
269,256,256,3,59,54,223,189
1580,256,256,3,35,15,162,204
917,256,256,3,119,93,136,128
1036,256,256,3,0,2,255,255
1028,256,256,3,84,82,180,181
911,256,256,3,105,139,160,196
1739,256,256,3,109,103,152,165
1302,256,256,3,65,34,216,206
419,256,256,3,103,83,146,150
1579,256,256,3,73,104,161,197
660,256,256,3,86,88,136,146
1533,256,256,3,62,12,192,219
1051,256,256,3,9,4,212,225
1473,256,256,3,62,42,134,172
440,256,256,3,111,99,142,134
132,256,256,3,56,28,210,202
1088,256,256,3,45,28,187,198
295,256,256,3,97,97,154,174
129,256,256,3,58,94,149,172
1157,256,256,3,29,57,219,217
358,256,256,3,49,23,205,219
1224,256,256,3,75,63,176,187
1000,256,256,3,94,59,197,186
794,256,256,3,105,51,160,200
1786,256,256,3,62,59,182,211
257,256,256,3,59,3,181,250
930,256,256,3,93,113,144,166
755,256,256,3,93,59,160,152
1884,256,256,3,68,43,191,214
1655,256,256,3,43,59,198,217
1358,256,256,3,89,6,156,112
1837,256,256,3,60,21,231,250
369,256,256,3,47,9,221,242
1444,256,256,3,63,77,123,158
1012,256,256,3,71,42,171,194
1665,256,256,3,65,31,182,219
1617,256,256,3,26,26,240,230
837,256,256,3,119,82,153,138
1014,256,256,3,22,6,194,222
1462,256,256,3,54,36,124,220
974,256,256,3,99,91,162,156
21,256,256,3,38,0,216,249
622,256,256,3,84,63,169,173
401,256,256,3,85,57,169,192
1050,256,256,3,29,27,208,233
1435,256,256,3,59,59,167,154
972,256,256,3,86,76,159,193
873,256,256,3,109,94,151,179
539,256,256,3,103,95,140,158
359,256,256,3,91,73,146,148
598,256,256,3,107,107,167,156
355,256,256,3,109,70,185,147
248,256,256,3,61,22,175,225
895,256,256,3,119,103,144,154
247,256,256,3,87,81,171,193
1713,256,256,3,0,1,254,255
400,256,256,3,105,79,146,141
286,256,256,3,87,103,124,168
249,256,256,3,91,100,146,185
1663,256,256,3,63,58,169,244
616,256,256,3,67,21,182,252
1298,256,256,3,37,44,204,223
975,256,256,3,42,85,110,198
1192,256,256,3,61,52,193,216
1425,256,256,3,34,63,161,198
451,256,256,3,64,1,253,254
217,256,256,3,93,113,166,184
94,256,256,3,108,77,174,144
1510,256,256,3,77,77,169,184
1276,256,256,3,20,1,240,241
44,256,256,3,5,1,240,253
1074,256,256,3,9,5,252,252
1716,256,256,3,86,65,162,190
1828,256,256,3,31,15,226,210
1093,256,256,3,74,31,198,154
202,256,256,3,59,17,187,184
1547,256,256,3,49,68,222,190
51,256,256,3,1,3,255,253
1503,256,256,3,31,39,164,193
1211,256,256,3,41,38,214,200
1802,256,256,3,109,99,162,170
1193,256,256,3,44,65,190,181
1588,256,256,3,16,1,254,255
1880,256,256,3,1,2,253,255
534,256,256,3,93,65,180,198
